t,TM1,TN1,TM2,TN2,TM3,TN3,TM4,TN4,R1,R2,R3,R4,RE1,RE2,RE3,RE4
0,849.681272,850.0000000000014,851.062585,849.9999999999409,850.490256,849.9999999999995,850.000726,850.0000000001766,0.31872800000132884,1.06258500005913,0.4902560000004996,0.0007259998234303566,0.0003751147759807619,0.0012485392012141269,0.0005764392907994699,8.541167098136768E-07
5,841.511124,843.0128051813382,850.102846,849.8051370717001,850.565673,849.9807115272421,847.184289,848.1589485441541,1.5016811813381992,0.2977089282999259,0.5849614727578683,0.9746595441540649,0.0017845054432556724,0.00035020342503349987,0.000687732283733802,0.0011504693333070826
10,829.576592,831.6442625405018,843.891953,843.9363084961781,850.444731,849.6642964785226,846.509581,846.7426573969715,2.0676705405018083,0.044355496178127396,0.7804345214774457,0.23307639697145532,0.002492440795028855,5.2560634119623366E-05,0.0009176781194937473,0.0002753381676981342
12,824.15487,824.1669578337236,839.161455,839.1903159927185,850.371615,849.4594516297009,845.220197,846.238281450991,0.012087833723626318,0.028860992718477974,0.9121633702991403,1.0180844509910685,1.4666944482929911E-05,3.439265774960788E-05,0.0010726644142503984,0.001204519786210301
14,819.003641,819.5111241144538,834.860265,834.8975887090019,850.291373,849.1300877715635,842.567803,844.1437222670918,0.5074831144537484,0.037323709001839234,1.1612852284365545,1.5759192670917628,0.0006196347476967424,4.47065342148476E-05,0.0013657497480414334,0.0018703767951737918
15,816.449975,817.2437231729277,832.91635,834.37420151022,850.067441,848.9276813421709,840.582476,840.5779756142365,0.7937481729277351,1.4578515102200527,1.1397596578291314,0.004500385763549275,0.0009721944971922317,0.0017502976261902564,0.0013407873338712325,5.353889584951655E-06
16,803.354019,803.3950703448522,831.01544,831.0332977242689,849.755473,848.6811363342904,838.083166,838.376592723923,0.04105134485223516,0.017857724268878883,1.0743366657096658,0.29342672392294844,5.1099943339220615E-05,2.1489040286518483E-05,0.0012642891982993626,0.00035011647510284013
17,758.903852,759.1334377462539,829.167085,829.9212925202839,849.488582,848.3851311347648,835.207094,835.906910075235,0.22958574625386063,0.7542075202838987,1.1034508652351178,0.6998160752350486,0.0003025228369164486,0.000909596550475588,0.0012989590308997443,0.0008378952720378218
18,676.24013,676.8791882135455,825.513936,826.5472436545274,849.150684,848.0354095768645,832.463707,833.3510924798818,0.6390582135454679,1.033307654527448,1.1152744231354745,0.8873854798818002,0.0009450166962813459,0.0012517143678207367,0.001313399899628974,0.0010659749757496637
19,559.357829,560.3350618574276,797.413105,797.6576567082868,848.856481,847.6275788955063,829.88798,830.9935101051603,0.9772328574275662,0.24455170828684913,1.2289021044937272,1.1055301051603692,0.0017470620893509762,0.0003066813258440857,0.001447714816344469,0.0013321437733805582
20,464.264253,464.63917561290424,771.837137,771.701545119138,848.497491,847.146870568018,827.420836,828.8085573355297,0.37492261290424267,0.13559188086196627,1.3506204319819517,1.3877213355297044,0.0008075629568323509,0.00017567421203518258,0.00159177893430206,0.0016771650835364078
21,399.329274,399.389564951344,743.98789,744.2823002683306,848.106819,846.5495434003724,824.830121,826.5560366614934,0.06029095134402951,0.29441026833058004,1.5572755996275873,1.7259156614934454,0.00015098054480230645,0.00039571916732486067,0.001836178609510257,0.00209244984821965
22,353.504049,353.5785298401688,714.456149,715.0821701573199,847.577172,845.7514053361856,816.002049,816.0339956254082,0.0744808401688033,0.6260211573198831,1.82576666381442,0.03194662540818172,0.0002106930327375212,0.0008762205464899471,0.002154100799466105,3.915017792826855E-05
23,317.385825,317.53765400882617,683.459572,684.3328067672613,846.869779,844.6333353680212,797.096349,797.1280489548651,0.15182900882615513,0.8732347672613514,2.236443631978773,0.0316999548650756,0.0004783736287723471,0.0012776685015999036,0.0026408353296295544,3.976928875015534E-05
24,291.233563,291.77993443646864,649.307722,650.6172727225551,845.781469,843.0585783983134,754.883917,755.0674046860581,0.5463714364686325,1.309550722555059,2.722890601686572,0.18348768605812893,0.0018760593073149077,0.0020168414423308817,0.0032193784109575616,0.00024306741993832798
25,268.005173,268.2555281698808,601.667268,603.7254456684929,844.189021,840.8909216254038,673.721362,674.3750876878008,0.2503551698807769,2.0581776684928172,3.298099374596177,0.6537256878008293,0.0009341430505924483,0.0034207904899570124,0.0039068257138541685,0.0009703205578344557
26,248.654385,249.0681966652147,478.985305,479.700500984275,841.988146,838.0040843702967,600.629248,600.8504198336901,0.41381166521472323,0.7151959842749989,3.9840616297033193,0.22117183369016402,0.0016642041732532619,0.0014931480711605524,0.0047317312584865285,0.00036823353912023287
27,232.542658,232.99276890903363,383.261713,384.3699303210708,839.089683,834.2613560310874,526.543655,526.7526473934148,0.4501109090336399,1.1082173210708106,4.82832696891262,0.2089923934148601,0.001935605763281677,0.0028915419502673115,0.005754244232451872,0.00039691370588229786
28,217.291958,217.55642535525183,331.316655,332.054134275624,835.323703,829.4794446473696,464.109211,464.14531269080476,0.2644673552518384,0.7374792756239685,5.844258352630391,0.03610169080474179,0.0012171060433439438,0.0022259046277766158,0.006996399517505839,7.778705948747436E-05
29,204.061876,204.36805998383397,300.124297,300.7349532739944,830.467806,823.4306575657889,418.086672,416.04974993290546,0.30618398383396084,0.6106562739943797,7.037148434211076,2.036922067094565,0.0015004467754376658,0.0020346778987853148,0.008473716119238795,0.0048720090916807915
30,194.083547,194.654116672654,279.129202,279.66919359686665,824.321673,815.9000159983881,375.079437,375.17297265207486,0.5705696726539884,0.5399915968666278,8.421657001611948,0.09353565207487691,0.0029398147420192622,0.0019345578785648796,0.010216469222460863,0.0002493755798051838
31,185.05448,185.41186849578705,263.6758,264.1522006578555,816.683307,806.7554323223158,336.896049,336.96407424228084,0.3573884957870348,0.4764006578554927,9.927874677684258,0.06802524228083939,0.0019312609766974286,0.001806766710693559,0.012156333541520835,0.00020191760183224764
32,175.548626,175.74841139868363,251.547556,251.96156565702574,807.271379,795.985876791476,309.304859,309.6820719208409,0.19978539868361622,0.4140096570257583,11.285502208524008,0.37721292084086144,0.0011380630155636547,0.0016458504451768888,0.013979812120310546,0.0012195505821034043
33,168.832925,169.24512580899008,241.474755,241.87080418768437,795.953268,783.6969591608805,288.353533,288.8121269527735,0.41220080899009304,0.39604918768438324,12.25630883911947,0.4585939527734695,0.0024414717034020057,0.0016401266777737627,0.01539827692386517,0.0015903878409336827
34,161.518973,161.7181185388188,232.702734,233.07520771199478,782.868819,770.0793962745478,271.557148,272.00210809146864,0.19914553881881147,0.37247371199478607,12.789422725452255,0.44496009146865845,0.001232954464233818,0.001600641752643895,0.016336610189417,0.001638550466249036
35,154.358435,154.52276144701875,225.177076,225.53118576739317,768.245472,755.370119690272,257.78349,258.2199739362159,0.16432644701876598,0.3541097673931688,12.875352309727987,0.43648393621595005,0.001064577047692703,0.0015725835581645478,0.016759424922100925,0.0016932191282535204
36,148.056097,148.2201782029391,218.72307,219.06052224557627,752.344771,739.8187264269512,246.173532,246.56957681487893,0.16408120293911566,0.33745224557625875,12.526044573048807,0.39604481487893395,0.0011082367174592997,0.0015428287723661647,0.016649340908423495,0.001608803398404886
37,141.664584,139.85613680234525,212.990162,213.2779141864643,735.508573,723.6640841038965,235.88696,236.22156797294852,1.8084471976547434,0.2877521864643029,11.844488896103485,0.3346079729485325,0.012765697301272867,0.0013510116324729727,0.016103808073632726,0.0014185098360186275
38,136.437051,136.82602810801419,208.197666,208.51940497080142,718.023805,707.1208300006633,227.131969,227.43103729457042,0.3889771080141884,0.32173897080141955,10.90297499933672,0.29906829457041795,0.00285096390726144,0.001545353398925325,0.015184698506391052,0.0013167159862485845
39,131.606374,130.25414974900426,203.33622,203.60421516859816,700.206067,690.3735178638453,219.41371,219.65653241193098,1.3522242509957323,0.2679951685981621,9.832549136154626,0.2428224119309732,0.010274762611389418,0.0013179903147514107,0.014042364954479358,0.0011066875079545995
40,129.405419,129.7121680719653,199.254904,199.58298831160442,682.242927,673.5756974375882,212.419919,212.6483426879697,0.30674907196529944,0.32808431160441387,8.667229562411762,0.2284236879696948,0.0023704499729281002,0.001646555768606899,0.012704022598700774,0.001075340246079723
42,122.133849,121.33437134041057,190.818105,191.49863689005957,646.589069,640.3920109301129,199.761517,200.08930100972955,0.799477659589428,0.6805318900595694,6.1970580698871345,0.32778400972955524,0.006545913898033526,0.0035663905689639324,0.009584229562481414,0.0016408766545838518
44,112.97269,113.89454364137899,183.332261,183.99918476511226,611.995299,608.3506193275161,189.233733,189.4161957353147,0.9218536413789877,0.6669237651122728,3.6446796724839032,0.1824627353146866,0.00815996893920989,0.003637787269269934,0.0059554046876492475,0.0009642188653261234
46,107.422599,107.36135998020228,177.731908,178.3251072239102,579.145722,577.7544490885599,181.400411,181.50497254782408,0.061239019797724836,0.5931992239102044,1.391272911440069,0.10456154782409044,0.0005700757602943942,0.0033376067954562464,0.002402284707612964,0.0005764129598586766
48,101.667487,101.93000021244532,172.466543,173.00265712311392,548.131024,548.7447083931793,173.995076,172.5186858929142,0.2625132124453273,0.5361141231139186,0.6136843931792555,1.4763901070858196,0.002582076337200381,0.003108510867026068,0.0011195943420623743,0.008485240737995479
50,96.195582,97.30725879118224,165.914996,166.46758037551172,518.999458,521.3610210863308,165.592993,164.2383731844398,1.1116767911822336,0.5525843755117137,2.3615630863307615,1.3546198155601985,0.01155642253073778,0.003330527009817206,0.004550222644607774,0.008180417486386024
60,78.76922,79.24922591117311,139.357476,139.45359720653437,399.506836,414.81129734931295,135.465408,135.57599891495005,0.48000591117310876,0.09612120653437728,15.30446134931293,0.11059091495005191,0.006093825877330114,0.000689745604565752,0.038308384163200974,0.0008163775282768271
70,67.677225,68.50534912682245,117.709745,117.78755810458021,313.276876,334.11244064661616,112.537577,113.07513918996082,0.8281241268224449,0.07781310458021551,20.83556464661615,0.5375621899608234,0.012236378291551475,0.0006610591551295563,0.0665084666083562,0.004776735062998765
80,60.288725,61.40663697639448,98.106995,98.20579357719409,249.53687,271.36101292064825,92.908254,93.72776843060868,1.1179119763944811,0.09879857719408847,21.824142920648256,0.8195144306086775,0.018542637556101596,0.0010070492648774786,0.08745859047061165,0.008820684872720539
90,54.585954,55.7730606460469,84.695277,86.18273071391468,200.773462,222.0438482015492,79.456254,80.26777868666699,1.1871066460468995,1.4874537139146753,21.2703862015492,0.811524686666985,0.02174747456180576,0.01756241630704715,0.10594221960245523,0.010213477804616676
100,50.671592,51.80204025339598,73.574472,75.04148796080455,163.117801,183.02972774945633,70.190608,71.04452363451928,1.1304482533959828,1.4670159608045452,19.91192674945634,0.8539156345192822,0.02230930998568158,0.01993919794360937,0.12207083854358938,0.012165668012439531
110,47.688951,48.653154883029146,65.547012,66.76068061760834,133.793037,152.07844653258147,62.830465,63.631998081062875,0.9642038830291426,1.2136686176083487,18.28540953258147,0.8015330810628782,0.02021860122335554,0.018516002187992167,0.13666936592956977,0.012757077017699587
120,45.524951,46.31689166275269,59.642513,60.62509287898891,111.604679,127.56441035137395,57.461451,58.16117312784857,0.7919406627526868,0.9825798789889078,15.959731351373946,0.6997221278485739,0.017395749920800285,0.016474488239435984,0.14300234985106625,0.01217724432069378
130,43.941235,44.59719025114736,54.255999,55.27350372973477,94.766746,108.15392880078065,52.972042,53.64872973471,0.6559552511473612,1.0175047297347675,13.38718280078065,0.6766877347100007,0.01492801126657822,0.018753773748314308,0.1412645613133182,0.012774431740992742
140,42.924012,44.460757077026734,51.424653,52.05361010950172,81.740413,92.89381279184741,49.611392,50.198870738513165,1.5367450770267368,0.6289571095017195,11.153399791847406,0.5874787385131626,0.035801524727621846,0.012230653447515134,0.13644902665034742,0.011841609655160705
